,symbol,index,AnnualReturn,AnnualVolatility,SharpeRatio,StratCumReturn,BenchCumReturn,Beta,MaximumDrawdown,MaximumDrawdownStart,MaximumDrawdownEnd
190,163119.SZ,930629.CSI,3.075711524,1.012789256,3.036872189,0.935199139,0.904698638,0.998095929,0.549161577,20170911,20170907
461,161723.OF,399986.SZ,4.605739533,1.510543902,3.049060359,1.184253871,1.138583544,0.994071681,0.419296726,20170613,20170505
485,000055.OF,NDX.GI,32.0156378,10.43866245,3.067024913,1.317146059,1,,5.343760182,20170703,20170602
496,165312.OF,399550.SZ,4.218601987,1.364476402,3.091736862,1.478151612,1.43631948,0.996385377,1.263494531,20171121,20170927
215,150199.SZ,399396.SZ,73.28587482,23.22522352,3.155443252,2.249507774,1.524461592,0.990230964,14.64047512,20171207,20171116
416,040047.OF,NDX.GI,30.34163549,9.564979461,3.17215898,1.300580616,1,,4.990176817,20170703,20170608
86,040048.OF,NDX.GI,30.34163549,9.564979461,3.17215898,1.300580616,1,,4.990176817,20170703,20170608
217,150077.SZ,000300.SH,20.46710105,6.412963997,3.191519718,1.408602151,1.205773436,0.974559603,3.611148837,20171207,20171122
492,159919.SZ,000300.SH,1.59537969,0.498186229,3.202376136,1.221595074,1.205773436,0.998998073,0.400777184,20171227,20171121
210,100032.OF,000922.SH,5.803715752,1.811098052,3.204528737,1.219879939,1.162333267,0.98484199,0.740227627,20170602,20170522
327,161207.OF,000300.SH,4.559001295,1.421028273,3.208241089,1.250980392,1.205773436,0.990792928,0.828684465,20170612,20170502
119,150136.SZ,000903.SH,52.97240039,16.48710905,3.212958696,1.814878893,1.290490217,0.973521581,10.90646359,20171215,20171122
67,160615.SZ,000300.SH,2.931278678,0.907270607,3.230875832,1.234841828,1.205773436,0.996497603,0.737102939,20170426,20170331
97,163808.OF,000903.SH,4.059996415,1.249244285,3.249961969,1.330749855,1.290490217,0.996171744,0.753277011,20171122,20171115
324,000076.OF,HSI.HI,35.6092818,10.92350219,3.259877755,1.352701917,1,,6.115107914,20171206,20171122
123,000075.OF,HSI.HI,35.6092818,10.92350219,3.259877755,1.352701917,1,,6.115107914,20171206,20171122
150,118002.OF,SPGLGUP.SPI,27.08105959,8.30112822,3.262334815,1.268309859,1,,3.00245098,20170811,20170808
199,410008.OF,000903.SH,3.714588016,1.101746468,3.371545201,1.327325234,1.290490217,0.997025142,1.002324284,20170407,20161230
568,161017.SZ,000905.SH,9.162615065,2.63500994,3.477260152,1.07639569,0.985555842,0.982656383,1.686256661,20170608,20170511
369,320010.OF,000903.SH,6.052695185,1.703261797,3.553590643,1.350505051,1.290490217,0.98981493,1.096949512,20171225,20171124
325,159916.SZ,399701.SZ,3.306374955,0.922701225,3.583364652,1.43036737,1.397579784,0.998702699,0.280236303,20170613,20170609
598,002973.OF,000986.SH,6.648377437,1.835528911,3.622049969,1.072585556,1.006665849,0.993457166,0.40995694,20171225,20171123
354,510330.SH,000300.SH,1.931819656,0.530204894,3.643534186,1.224931342,1.205773436,0.998847812,0.410617006,20171227,20171121
351,510180.SH,000010.SH,1.912977485,0.517766992,3.694668672,1.205680642,1.18670958,0.998798807,0.201531946,20171207,20170905
156,240014.OF,000903.SH,3.146719311,0.851345119,3.696173551,1.321694782,1.290490217,0.998029008,0.818147541,20171122,20171116
151,159943.SZ,399001.SZ,1.195605072,0.319626131,3.740636186,1.083986882,1.07212968,0.999766459,0.298004588,20170411,20161230
170,160516.OF,399966.SZ,3.069759585,0.819023575,3.748072312,1.11819618,1.087754695,0.998963997,0.684017299,20170601,20170418
321,510280.SH,000028.SH,4.04062593,1.072629164,3.767029711,1.290416971,1.250349384,0.996072805,0.36807445,20170327,20161230
546,002316.OF,000905.SH,11.99316966,3.178066671,3.773731296,1.104445404,0.985555842,0.974018477,2.055982142,20170914,20170717
574,510360.SH,000300.SH,2.057622736,0.543427818,3.786377265,1.22617883,1.205773436,0.998865101,0.406321521,20171222,20170904
34,510630.SH,000036.SH,2.798415143,0.732073579,3.822587268,1.437899175,1.410148193,0.999182972,0.412243137,20171115,20171107
322,512070.SH,h30035.CSI,2.418878541,0.621584419,3.891472286,1.219274242,1.195286634,0.999431549,0.276235024,20171218,20171121
554,510430.SH,000050.SH,3.057255258,0.780948447,3.914797796,1.130757801,1.100440301,0.997118139,0.540161536,20170605,20161230
78,310398.OF,000919.SH,3.994349048,1.011430596,3.949207255,1.354825291,1.315216521,0.99831991,0.441973893,20170612,20170518
304,160137.OF,h30535.CSI,3.869332059,0.974270212,3.971518385,1.134781471,1.096412202,0.997815944,0.58756619,20171121,20171030
18,510310.SH,000300.SH,2.00312576,0.493908365,4.055662755,1.225638429,1.205773436,0.999009194,0.372008007,20171227,20171113
100,460220.OF,000046.SH,3.679474642,0.903372388,4.073043067,1.082093933,1.045607061,0.998493766,1.333937123,20170413,20161231
506,159928.SZ,000932.SH,3.499951618,0.851891437,4.108447936,1.563029227,1.528322313,0.999132558,0.310372296,20171207,20171116
285,000593.OF,SPGLGUP.SPI,34.82016271,8.416029434,4.137362277,1.344894968,1,,3.19047619,20170208,20170126
555,510020.SH,000043.SH,3.507567553,0.835535418,4.197987873,1.197683845,1.162901419,0.997103829,0.473402557,20170411,20161230
38,510880.SH,000015.SH,4.118528885,0.973451899,4.230849914,1.192849561,1.152009601,0.994869211,0.356693447,20171215,20171122
439,502020.SH,000016.SH,5.230597803,1.228325727,4.258314948,1.293561982,1.241696876,0.994907818,0.809822745,20170327,20161230
270,512660.SH,399967.SZ,4.500387757,1.046835953,4.299038207,0.85334696,0.80872111,0.999156724,0.502177994,20170523,20170414
349,162216.OF,000905.SH,11.71775177,2.698997769,4.34151962,1.101716376,0.985555842,0.981287784,0.992635103,20170524,20170424
207,200002.OF,000300.SH,2.852417833,0.645714929,4.417456842,1.234059884,1.205773436,0.998775362,0.318213829,20171122,20171115
587,002982.OF,399812.SZ,3.540035374,0.789669055,4.482935416,1.107425125,1.072320781,0.997735203,1.034707305,20171215,20171114
588,160628.OF,399965.SZ,7.820883986,1.736634857,4.503470579,1.156693814,1.079152086,0.994541388,0.807168387,20170412,20170407
282,510410.SH,000068.SH,3.921921419,0.857678612,4.572716826,1.185873606,1.14698293,0.999019366,0.473401296,20170405,20161230
49,001214.OF,000905.SH,3.345563618,0.713801601,4.686965694,1.018731988,0.985555842,0.999704079,0.176451901,20171211,20171127
146,502056.SH,399989.SZ,4.130282894,0.859472467,4.805602335,0.891227111,0.850270616,0.998526281,0.292645335,20171010,20170928
556,512680.SH,399967.SZ,3.758770578,0.770511589,4.878279098,0.845994188,0.80872111,0.999543771,0.464069437,20170104,20161230
583,165519.OF,000841.SH,6.679067033,1.354778192,4.930007783,1.208685626,1.142461708,0.994127932,0.70182822,20170821,20170818
311,002977.OF,000989.SH,3.960796099,0.792260637,4.999359952,1.029941608,0.990665502,0.999089041,0.184243066,20170222,20170116
294,162413.OF,000852.SH,3.019156735,0.593056568,5.090841071,0.847588164,0.817648424,0.999671709,0.470279167,20171113,20170717
473,002979.OF,000992.SH,4.750588957,0.933082692,5.091283977,1.18476407,1.137657695,0.997716247,0.336423659,20171226,20171115
90,159945.SZ,000986.SH,8.648765223,1.682520681,5.14036191,1.092413006,1.006665849,0.995248863,0.423294232,20171215,20171129
22,510680.SH,000016.SH,4.568022618,0.879186423,5.195738352,1.286993271,1.241696876,0.99766815,1.522302646,20170327,20161230
192,510030.SH,000029.SH,4.769939992,0.915502206,5.210189513,1.276252019,1.228953798,0.997342587,0.499797985,20170410,20161230
44,159948.SZ,399006.SZ,2.862714876,0.540289717,5.29848114,0.917880795,0.889492246,0.999641309,0.340986219,20171205,20171113
246,510090.SH,000048.SH,4.781715141,0.893402839,5.352249774,1.282742681,1.23532772,0.997912561,0.454819526,20170515,20161230
502,160517.OF,399986.SZ,6.667832627,1.237094427,5.389914043,1.204696102,1.138583544,0.996074115,0.174989443,20170221,20170217
142,159903.SZ,399001.SZ,1.869606527,0.318211557,5.875357083,1.090670663,1.07212968,0.99980526,0.13404269,20171207,20171121
438,160616.SZ,000905.SH,4.679390563,0.777142838,6.021274767,1.031956352,0.985555842,0.998845706,0.242036234,20171225,20171212
603,003647.OF,000852.SH,15.89761219,2.621600116,6.064087384,0.975219986,0.817648424,0.980942641,1.074502664,20170209,20170126
143,159925.SZ,000300.SH,3.2027634,0.519970686,6.159507619,1.237533693,1.205773436,0.999021964,0.458409486,20171215,20171122
358,512810.SH,399967.SZ,6.147233938,0.975511295,6.301550754,0.869673104,0.80872111,0.999137297,0.516543731,20170717,20170629
271,510710.SH,000016.SH,5.350593714,0.847384385,6.314246297,1.294751575,1.241696876,0.997947462,0.282961329,20171207,20171122
591,202025.OF,000009.SH,3.761329208,0.585720287,6.421715777,1.02893099,0.991632543,0.999820275,0.16375681,20171214,20171205
198,512880.SH,399975.SZ,4.928298215,0.74693849,6.597997401,0.919223301,0.870355124,0.99949705,0.518010637,20171225,20171122
545,510560.SH,000905.SH,2.059922725,0.308033927,6.687324164,1.005984043,0.985555842,0.999777425,0.244089527,20171218,20171208
256,159933.SZ,000914.SH,5.203057142,0.776262244,6.702705408,1.223873988,1.172281911,0.998310301,0.251265184,20170601,20170505
92,159922.SZ,000905.SH,2.055303969,0.291894383,7.041259065,1.005938242,0.985555842,0.999818497,0.103273325,20171218,20171123
46,512330.SH,h30257.CSI,3.825308158,0.530310279,7.213339639,0.995180425,0.957247641,0.99979024,0.320822931,20170511,20170502
390,160135.OF,399807.SZ,5.621405348,0.772093075,7.280735351,0.939119377,0.88338,0.998382362,0.284020136,20170601,20170522
101,160634.OF,000827.SH,5.773316326,0.792020468,7.289352432,1.040536913,0.983291598,0.99846635,0.189886437,20170609,20170608
470,159935.SZ,000905.SH,2.390275663,0.324488514,7.366287422,1.009259827,0.985555842,0.999748133,0.460130367,20170406,20161230
580,512000.SH,399975.SZ,5.518536224,0.719083356,7.674404054,0.925074719,0.870355124,0.999498961,0.550715902,20171225,20171122
570,502010.SH,399975.SZ,5.735202298,0.680889471,8.423103226,0.927222605,0.870355124,0.99947943,0.126489081,20170719,20170718
477,510220.SH,000046.SH,4.386829045,0.51624221,8.497617909,1.089107059,1.045607061,0.999048903,0.429665811,20170329,20161230
56,510130.SH,000044.SH,3.965638966,0.462824654,8.568339928,1.138796543,1.099472422,0.998836627,0.094205103,20170508,20170505
42,090010.OF,000922.SH,8.771591221,1.019046244,8.607647863,1.249297753,1.162333267,0.994976677,0.158951115,20170220,20170217
79,159936.SZ,000989.SH,4.726598316,0.54401086,8.68842639,1.037534033,0.990665502,0.999129797,0.269525323,20171207,20171121
218,159907.SZ,399008.SZ,2.206125217,0.248625207,8.873296648,1.056153486,1.034275529,0.999829664,0.085971824,20171011,20170928
435,159944.SZ,000987.SH,5.943702283,0.649951528,9.144839311,1.101110462,1.042176082,0.999543974,0.425827794,20171215,20171114
537,159940.SZ,000992.SH,7.743294542,0.82390788,9.398252805,1.21443038,1.137657695,0.998606349,0.481453007,20171218,20171122
226,159938.SZ,000991.SH,2.120547406,0.22532314,9.411139083,1.059090199,1.038060836,0.999854102,0.043582467,20171123,20171116
52,512510.SH,000905.SH,3.71169805,0.394094757,9.418288324,1.022362205,0.985555842,0.999714423,0.262460146,20171218,20171122
441,502000.SH,000982.SH,7.642731629,0.773518138,9.880481464,1.030414439,0.95463851,0.998952638,0.147794979,20170120,20170119
601,510290.SH,000009.SH,4.021643059,0.368538456,10.9124109,1.031511923,0.991632543,0.999830192,0.141593703,20171212,20171201
534,512100.SH,000852.SH,4.188461613,0.366863589,11.41694555,0.859181732,0.817648424,0.999775479,0.140532311,20171205,20171116
167,510660.SH,000037.SH,7.735933662,0.540776197,14.3052407,1.239325918,1.162626192,0.999400191,0.209774529,20171129,20171122
